,Store_ID,Store_Size,Weekly_Sales,Normalized_Weekly_Sales
2010-02-07,1,151315,1643690.9,1.0574197165125394
2010-02-14,1,151315,1641957.4399999997,1.0543479637937685
2010-02-21,1,151315,1611968.17,1.001205911680396
2010-02-28,1,151315,1409727.5900000003,0.6428284172699379
2010-03-07,1,151315,1554806.68,0.8999137201579602
2010-03-14,1,151315,1439541.5900000005,0.6956598847150643
2010-03-21,1,151315,1472515.7899999998,0.7540913388583875
2010-03-28,1,151315,1404429.9200000004,0.6334407577764107
2010-04-04,1,151315,1594968.2799999998,0.9710815025066611
2010-04-11,1,151315,1545418.5300000005,0.8832775847485911
2010-04-18,1,151315,1466058.28,0.742648401669766
2010-04-25,1,151315,1391256.12,0.6100963160433787
2010-05-02,1,151315,1425100.7100000002,0.6700701321961474
2010-05-09,1,151315,1603955.1200000003,0.987006502335419
2010-05-16,1,151315,1494251.5000000002,0.7926077893602231
2010-05-23,1,151315,1399662.0700000003,0.6249919581501194
2010-05-30,1,151315,1432069.9500000002,0.6824198731291745
2010-06-06,1,151315,1615524.71,1.0075082269425981
2010-06-13,1,151315,1542561.09,0.8782140995290156
2010-06-20,1,151315,1503284.0599999998,0.8086138066536466
2010-06-27,1,151315,1422711.5999999996,0.665836544378751
2010-07-04,1,151315,1492418.1399999997,0.7893590102914894
2010-07-11,1,151315,1546074.1799999997,0.8844394198472144
2010-07-18,1,151315,1448938.9200000002,0.7123122874106466
2010-07-25,1,151315,1385065.2000000004,0.5991257858080743
2010-08-01,1,151315,1371986.6,0.575950041857989
2010-08-08,1,151315,1605491.7799999998,0.9897295184608701
2010-08-15,1,151315,1508237.7600000005,0.8173919390841475
2010-08-22,1,151315,1513080.49,0.8259734287313102
2010-08-29,1,151315,1449142.9200000004,0.7126737826598186
2010-09-05,1,151315,1540163.53,0.8739655380113481
2010-09-12,1,151315,1507460.6900000002,0.8160149434308437
2010-09-19,1,151315,1430378.67,0.6794228648692762
2010-09-26,1,151315,1351791.03,0.5401627741652686
2010-10-03,1,151315,1453329.4999999998,0.7200925511905889
2010-10-10,1,151315,1508239.93,0.8173957844012578
2010-10-17,1,151315,1459409.0999999996,0.73086581843012
2010-10-24,1,151315,1345454.0,0.528933331817922
2010-10-31,1,151315,1384209.2200000002,0.5976089588306915
2010-11-07,1,151315,1551659.2799999993,0.8943364155146107
2010-11-14,1,151315,1494479.4899999998,0.7930117957418824
2010-11-21,1,151315,1483784.1800000006,0.77405932636238
2010-11-28,1,151315,1955624.1099999996,1.6101764492276622
2010-12-05,1,151315,1548033.7799999993,0.8879119006819045
2010-12-12,1,151315,1682614.26,1.12639329358019
2010-12-19,1,151315,1891034.929999999,1.495722127081106
2010-12-26,1,151315,2387950.1999999997,2.376273643482498
2011-01-02,1,151315,1367320.0099999998,0.5676806785499872
2011-01-09,1,151315,1444732.2799999996,0.7048579718470389
2011-01-16,1,151315,1391013.9599999997,0.6096671999181847
2011-01-23,1,151315,1327405.4200000002,0.49695060669882546
2011-01-30,1,151315,1316899.31,0.4783334064425727
2011-02-06,1,151315,1606629.5799999998,0.9917457404927701
2011-02-13,1,151315,1649614.9300000002,1.067917308183867
2011-02-20,1,151315,1686842.7799999996,1.133886381281305
2011-02-27,1,151315,1456800.2799999998,0.726242896685296
2011-03-06,1,151315,1636263.41,1.0442579402955274
2011-03-13,1,151315,1553191.6300000001,0.8970517941669077
2011-03-20,1,151315,1576818.0599999998,0.9389186676957711
2011-03-27,1,151315,1541102.38,0.8756292135735286
2011-04-03,1,151315,1495064.75,0.7940488972591879
2011-04-10,1,151315,1614259.3500000006,1.0052659640578347
2011-04-17,1,151315,1559888.9999999998,0.9089197717989914
2011-04-24,1,151315,1564819.81,0.9176573423360921
2011-05-01,1,151315,1455090.6899999997,0.7232134424547493
2011-05-08,1,151315,1629391.2800000003,1.03208028173332
2011-05-15,1,151315,1604775.58,0.9884603866105922
2011-05-22,1,151315,1428218.2699999996,0.6755945592991256
2011-05-29,1,151315,1466046.6699999995,0.7426278283372018
2011-06-05,1,151315,1635078.4100000004,1.0421580781863689
2011-06-12,1,151315,1588948.3199999998,0.9604139194664465
2011-06-19,1,151315,1532114.8599999996,0.8597030087606075
2011-06-26,1,151315,1438830.1500000001,0.6943991877539326
2011-07-03,1,151315,1488538.09,0.78248342381331
2011-07-10,1,151315,1534849.6400000004,0.8645491361014412
2011-07-17,1,151315,1455119.97,0.7232653276552191
2011-07-24,1,151315,1396926.8200000005,0.6201449979525857
2011-07-31,1,151315,1352219.7899999998,0.5409225521213215
2011-08-07,1,151315,1624383.75,1.0232067606299622
2011-08-14,1,151315,1525147.09,0.8473558727198178
2011-08-21,1,151315,1530761.43,0.8573046827062625
2011-08-28,1,151315,1464693.4599999997,0.7402298921306745
2011-09-04,1,151315,1550229.2200000002,0.8918022983772078
2011-09-11,1,151315,1540471.2400000002,0.8745108110658711
2011-09-18,1,151315,1514259.7799999996,0.828063172517563
2011-09-25,1,151315,1380020.2699999998,0.5901859905757012
2011-10-02,1,151315,1394561.83,0.6159541516322975
2011-10-09,1,151315,1630989.9499999993,1.0349131817823052
2011-10-16,1,151315,1493525.9300000002,0.7913220535369802
2011-10-23,1,151315,1502562.7800000003,0.8073356728628504
2011-10-30,1,151315,1445249.0899999999,0.7057737775319631
2011-11-06,1,151315,1697229.5799999994,1.1522921599778577
2011-11-13,1,151315,1594938.8900000001,0.9710294223822835
2011-11-20,1,151315,1539483.7000000002,0.8727608550934837
2011-11-27,1,151315,2033320.6600000001,1.7478574967866494
2011-12-04,1,151315,1584083.95,0.9517940829703024
2011-12-11,1,151315,1799682.38,1.3338421622540382
2011-12-18,1,151315,1881176.67,1.4782529400463058
2011-12-25,1,151315,2270188.99,2.167596594699589
2012-01-01,1,151315,1497462.7199999997,0.7982981853114243
2012-01-08,1,151315,1550369.9199999997,0.8920516237770033
2012-01-15,1,151315,1459601.1700000002,0.7312061732953583
2012-01-22,1,151315,1394393.84,0.6156564673827468
2012-01-29,1,151315,1319325.59,0.4826328608208098
2012-02-05,1,151315,1636339.6500000001,1.0443930402847281
2012-02-12,1,151315,1802477.4300000004,1.3387950901765753
2012-02-19,1,151315,1819869.9999999995,1.3696153422642534
2012-02-26,1,151315,1539387.8300000003,0.8725909700467285
2012-03-04,1,151315,1688420.7599999998,1.13668261791507
2012-03-11,1,151315,1675431.1599999997,1.113664585127614
2012-03-18,1,151315,1677472.78,1.1172824083168986
2012-03-25,1,151315,1511068.0699999998,0.8224073489796523
2012-04-01,1,151315,1649604.63,1.0678990562178545
2012-04-08,1,151315,1899676.8799999997,1.5110359695741444
2012-04-15,1,151315,1621031.7,1.017266808914344
2012-04-22,1,151315,1521577.8699999999,0.8410310880470298
2012-04-29,1,151315,1468928.3699999994,0.7477343031388594
2012-05-06,1,151315,1684519.99,1.1297703148606018
2012-05-13,1,151315,1611096.05,0.9996604840494765
2012-05-20,1,151315,1595901.8699999996,0.9727358571619268
2012-05-27,1,151315,1555444.5500000003,0.9010440484647705
2012-06-03,1,151315,1624477.5800000003,1.0233730307242264
2012-06-10,1,151315,1697230.9600000002,1.1522946053868977
2012-06-17,1,151315,1630606.9999999998,1.0342345807741182
2012-06-24,1,151315,1527845.81,0.8521381004592525
2012-07-01,1,151315,1540421.4900000002,0.8744226522979972
2012-07-08,1,151315,1769854.16,1.280985496463602
2012-07-15,1,151315,1527014.04,0.8506641744621762
2012-07-22,1,151315,1497954.7600000002,0.7991700976761431
2012-07-29,1,151315,1439123.7100000004,0.6949193865056333
2012-08-05,1,151315,1631135.7899999996,1.0351716154447528
2012-08-12,1,151315,1592409.97,0.9665480862767178
2012-08-19,1,151315,1597868.0500000003,0.9762199979904399
2012-08-26,1,151315,1494122.3800000004,0.792378984131924
2012-09-02,1,151315,1582083.4000000001,0.9482490372804474
2012-09-09,1,151315,1661767.3299999998,1.0894517928212903
2012-09-16,1,151315,1517428.8699999999,0.8336789126116695
2012-09-23,1,151315,1506126.06,0.8136499316445589
2012-09-30,1,151315,1437059.2600000002,0.6912611077450813
2012-10-07,1,151315,1670785.9699999997,1.105433143380065
2012-10-14,1,151315,1573072.8099999998,0.93228195160773
2012-10-21,1,151315,1508068.7700000003,0.8170924827990612
2012-10-28,1,151315,1493659.7399999995,0.7915591696119382
2010-02-07,2,202307,2136989.46,1.9315622942735775
2010-02-14,2,202307,2137809.499999999,1.933015434293825
2010-02-21,2,202307,2124451.5400000005,1.9093446544966417
2010-02-28,2,202307,1865097.27,1.4497596718623265
2010-03-07,2,202307,1991013.1300000001,1.672887050221992
2010-03-14,2,202307,1990483.7799999998,1.6719490232114567
2010-03-21,2,202307,1946070.8800000006,1.5932477861921504
2010-03-28,2,202307,1750197.81,1.2461537457721485
2010-04-04,2,202307,2066187.7199999995,1.8060990950427362
2010-04-11,2,202307,1954689.2100000002,1.6085197732058465
2010-04-18,2,202307,1874957.9400000002,1.4672331295027685
2010-04-25,2,202307,1821990.93,1.3733737055918314
2010-05-02,2,202307,1802450.29,1.3387469971321506
2010-05-09,2,202307,2042581.7100000002,1.7642684064795013
2010-05-16,2,202307,1880752.3599999996,1.4775010476483834
2010-05-23,2,202307,1896937.0999999994,1.5061809820556356
2010-05-30,2,202307,1957113.8899999997,1.6128163923272263
2010-06-06,2,202307,2102539.9299999997,1.8705165029441717
2010-06-13,2,202307,2025538.76,1.7340676934556225
2010-06-20,2,202307,2001636.96,1.6917128545014426
2010-06-27,2,202307,1939927.0899999999,1.5823607719916162
2010-07-04,2,202307,2003940.6400000006,1.695795057323071
2010-07-11,2,202307,1880902.6199999994,1.4777673137078955
2010-07-18,2,202307,1845879.7900000003,1.4157056144061868
2010-07-25,2,202307,1781717.7100000002,1.3020081286366967
2010-08-01,2,202307,1804246.1600000004,1.341929342588671
2010-08-08,2,202307,1991909.9799999995,1.674476300291695
2010-08-15,2,202307,1895601.0499999996,1.5038134539788914
2010-08-22,2,202307,1964335.23,1.6256128634186666
2010-08-29,2,202307,1863840.4900000005,1.4475326130424546
2010-09-05,2,202307,1904608.0899999999,1.5197742489254589
2010-09-12,2,202307,1839128.8299999998,1.4037426733897727
2010-09-19,2,202307,1793903.5999999999,1.323601958744192
2010-09-26,2,202307,1724557.2200000002,1.200717709149796
2010-10-03,2,202307,1827440.4299999995,1.3830304132406606
2010-10-10,2,202307,1849921.4400000002,1.422867561826848
2010-10-17,2,202307,1794355.4899999995,1.324402723882173
2010-10-24,2,202307,1737947.6399999997,1.2244460092204519
2010-10-31,2,202307,1802755.1099999996,1.339287149003976
2010-11-07,2,202307,1939061.4100000001,1.5808267562695433
2010-11-14,2,202307,1916812.74,1.5414013224195948
2010-11-21,2,202307,1956739.1700000004,1.6121523751714941
2010-11-28,2,202307,2658725.29,2.8560967249974274
2010-12-05,2,202307,2015781.27,1.7167770744416981
2010-12-12,2,202307,2378726.55,2.359929007918661
2010-12-19,2,202307,2609166.75,2.768277231047002
2010-12-26,2,202307,3436007.6799999997,4.233468740928024
2011-01-02,2,202307,1750434.5499999998,1.2465732574647408
2011-01-09,2,202307,1758050.7899999996,1.2600695053890132
2011-01-16,2,202307,1744193.5799999996,1.235514036850901
2011-01-23,2,202307,1751384.9000000001,1.2482573114355764
2011-01-30,2,202307,1695371.6800000004,1.148999895157094
2011-02-06,2,202307,1929346.2299999997,1.5636111120791105
2011-02-13,2,202307,2168041.61,1.9865878075165564
2011-02-20,2,202307,2080884.82,1.832142878506471
2011-02-27,2,202307,1833511.0799999998,1.3937878207621528
2011-03-06,2,202307,1981607.7800000005,1.6562204358014176
2011-03-13,2,202307,1879107.3100000003,1.474585960591277
2011-03-20,2,202307,1902557.6600000001,1.5161408141031105
2011-03-27,2,202307,1766162.0499999998,1.2744429463438989
2011-04-03,2,202307,1800171.36,1.3347086521900189
2011-04-10,2,202307,1847552.61,1.4186699108901053
2011-04-17,2,202307,1856467.8399999999,1.4344680152541893
2011-04-24,2,202307,1886339.5999999996,1.4874018354718257
2011-05-01,2,202307,1745545.28,1.2379092972837715
2011-05-08,2,202307,1837743.6000000008,1.401287996605411
2011-05-15,2,202307,1838513.0699999996,1.4026515247886449
2011-05-22,2,202307,1688281.8599999999,1.136436482179237
2011-05-29,2,202307,1797732.5599999998,1.330387011926881
2011-06-05,2,202307,1933756.2100000004,1.5714257533484368
2011-06-12,2,202307,1929153.1600000001,1.5632689851783388
2011-06-19,2,202307,1953771.9899999995,1.60689442677229
2011-06-26,2,202307,1790925.8000000005,1.3183251913276073
2011-07-03,2,202307,1866243.0000000002,1.4517899461360206
2011-07-10,2,202307,1853161.99,1.4286099315802958
2011-07-17,2,202307,1785187.2900000003,1.3081563476887617
2011-07-24,2,202307,1743816.4100000001,1.2348456782081074
2011-07-31,2,202307,1680693.0600000005,1.12298885891005
2011-08-07,2,202307,1876704.2600000005,1.470327670598522
2011-08-14,2,202307,1812768.2600000005,1.3570308066228198
2011-08-21,2,202307,1844094.5899999994,1.4125421765688257
2011-08-28,2,202307,1821139.9099999997,1.3718656679107029
2011-09-04,2,202307,1809119.6999999997,1.3505654286506714
2011-09-11,2,202307,1748000.6500000001,1.2422603001757264
2011-09-18,2,202307,1691439.5200000003,1.1420319679071769
2011-09-25,2,202307,1669299.78,1.1027995618880728
2011-10-02,2,202307,1650394.4400000002,1.0692986276038763
2011-10-09,2,202307,1837553.43,1.4009510086076888
2011-10-16,2,202307,1743882.19,1.2349622427056095
2011-10-23,2,202307,1834680.2500000002,1.3958596315487914
2011-10-30,2,202307,1769296.2500000005,1.2799968601181846
2011-11-06,2,202307,1959707.9000000006,1.6174130702257767
2011-11-13,2,202307,1920725.1499999992,1.548334251967691
2011-11-20,2,202307,1902762.5000000002,1.516503797862132
2011-11-27,2,202307,2614202.3000000003,2.7772004045860545
2011-12-04,2,202307,1954951.9999999998,1.608985446424129
2011-12-11,2,202307,2290549.3200000003,2.203675822967082
2011-12-18,2,202307,2432736.5200000005,2.4556365940113447
2011-12-25,2,202307,3224369.8000000007,3.85843889698305
2012-01-01,2,202307,1874226.52,1.465937027271645
2012-01-08,2,202307,1799520.1400000001,1.333554667208815
